;0
top_blue_champId;-0,00023291925465834806
top_blue_games_count;0,001397515527950377
top_blue_wins;0,006055900621118071
top_blue_kda;0,0031832298136646453
jng_blue_champId;-0,00209627329192541
jng_blue_games_count;0,003726708074534224
jng_blue_wins;0,002096273291925521
jng_blue_kda;-0,0008540372670806984
mid_blue_champId;0,003338509316770244
mid_blue_games_count;-0,0014751552795030597
mid_blue_wins;0,004270186335403792
mid_blue_kda;0,006521739130434833
bot_blue_champId;0,002950310559006264
bot_blue_games_count;0,0027173913043478715
bot_blue_wins;0,005900621118012472
bot_blue_kda;0,00465838509316775
sup_blue_champId;0,003260869565217428
sup_blue_games_count;-0,001009316770186308
sup_blue_wins;0,003726708074534213
sup_blue_kda;-0,002173913043478226
top_red_champId;-0,0023291925465837916
top_red_games_count;0,00046583850931680715
top_red_wins;0,0031055900621118405
top_red_kda;-0,0012422360248446785
jng_red_champId;0,0018633540372671397
jng_red_games_count;0,002639751552795089
jng_red_wins;0,0032608695652174393
jng_red_kda;0,0028726708074534478
mid_red_champId;0,0020186335403727163
mid_red_games_count;0,0002329192546584147
mid_red_wins;-0,0104037267080745
mid_red_kda;-0,005357142857142805
bot_red_champId;0,0022515527950311086
bot_red_games_count;0,004813664596273337
bot_red_wins;-0,0026397515527949887
bot_red_kda;0,004425465838509368
sup_red_champId;0,00706521739130439
sup_red_games_count;0,0027950310559006876
sup_red_wins;0,0031055900621118405
sup_red_kda;0,0018633540372671286
